customerNumber,customerName,contactFirstName,contactLastName,phone,addressLine1,city,state,country,creditLimit,customerSegment
984,Miller-White,Matthew,Williams,952-992-6769x889,4458 Stephenson Trace Suite 134,North Samanthaberg,VA,Vietnam,55240.04,SMB
985,"Ritter, Terrell and Perry",Pamela,Smith,296-327-5193x46389,8447 Robert Turnpike,Richardland,MN,Ireland,84308.05,Enterprise
986,"Pratt, Taylor and Anderson",Sandra,Parrish,7705659480,0227 Allen Center,Port Scott,TX,Christmas Island,97956.61,Individual
987,"Baldwin, Kerr and Jones",Robert,Wong,947-456-3112x1380,066 Luis Hills Suite 985,Bennettstad,NE,Greece,68982.49,Individual
988,"Whitaker, Miller and Conrad",Frederick,Bond,+1-682-852-1288x66905,88284 Stephenson Isle Apt. 031,Port Emily,GU,Nicaragua,55533.69,SMB
989,"Peters, Conway and Davis",Jessica,Hancock,420.936.6864,626 Lopez Divide Suite 603,North William,PW,Liberia,28513.64,Startup
990,Hoffman-Guerra,Samuel,Miller,001-806-428-3345x5735,277 Brian Isle,West Alyssa,VT,Myanmar,19736.53,SMB
991,Robinson-David,Kimberly,Walker,+1-722-785-7042x4025,8939 Stafford Mount Apt. 411,Woodsside,ND,Timor-Leste,94053.98,Enterprise
992,Ward PLC,Robert,Mueller,667-838-6569x0448,332 Cindy Cliffs Apt. 489,Michaelmouth,PW,Portugal,8060.64,Individual
993,Johnson-Hopkins,Rodney,Martin,+1-794-559-9426x40760,20339 Heather Garden,Davisfurt,FL,Mayotte,63417.7,Enterprise
994,Wright Group,Andrea,Brown,+1-910-680-1533,6702 Henry Pass,Jonesmouth,MS,Haiti,27863.3,Enterprise
995,"Reynolds, Oliver and Ford",Sabrina,Contreras,557-859-5995x5055,171 Palmer Wells,Priscillaside,IN,Nigeria,14585.19,Enterprise
996,Mcmahon-Norris,David,Castaneda,(420)378-8216x511,7445 Brian Ford Apt. 276,Steventown,NY,Saint Martin,47411.9,Enterprise
997,"Thomas, Tapia and Lopez",Jessica,Vega,521.824.4029,0941 Laura Corners,West Jenniferburgh,MI,Lesotho,28249.74,Enterprise
998,"Stewart, Carroll and Zimmerman",Justin,Roth,+1-341-323-2546x018,3485 Jones Forest,Holtmouth,NE,Mayotte,43215.21,SMB
999,Miller-Snyder,Kelly,Anderson,001-612-202-9138x13014,890 Beth Springs,Turnerstad,GA,Comoros,56277.18,Enterprise
1000,Summers Inc,Erica,Melton,5823133568,36670 Dickson Station Apt. 710,Lake Amy,OK,Bermuda,18312.88,Startup
