orderNumber,orderDate,requiredDate,status,customerNumber,totalAmount,paymentMethod
1698,2024-12-10,2024-12-16,Cancelled,751,4790.16,Debit Card
1699,2024-01-06,2024-01-10,Delivered,574,2552.94,Bank Transfer
1700,2024-10-31,2024-11-10,Pending,236,2272.39,Debit Card
1701,2023-08-24,2023-09-05,Processing,948,2711.2,Debit Card
1702,2024-11-21,2024-12-03,Processing,621,1338.38,Bank Transfer
1703,2023-12-16,2023-12-24,Shipped,84,2072.09,PayPal
1704,2024-08-12,2024-08-22,Processing,922,940.58,Debit Card
1705,2023-01-16,2023-01-21,Shipped,429,1353.71,Debit Card
1706,2023-04-14,2023-04-19,Shipped,854,2185.53,PayPal
1707,2023-03-16,2023-03-21,Pending,888,2670.08,Debit Card
1708,2024-03-08,2024-03-16,Processing,412,3499.8,PayPal
1709,2024-12-30,2025-01-06,Shipped,345,4492.26,Bank Transfer
1710,2024-08-28,2024-09-09,Pending,111,4970.96,Credit Card
1711,2023-03-17,2023-03-31,Delivered,973,2272.03,Debit Card
1712,2024-10-07,2024-10-17,Cancelled,297,3800.42,PayPal
1713,2023-07-07,2023-07-21,Pending,939,4109.53,Credit Card
1714,2023-06-05,2023-06-08,Pending,608,1880.88,Debit Card
1715,2024-01-24,2024-02-01,Cancelled,181,2567.9,Bank Transfer
1716,2023-04-10,2023-04-16,Delivered,506,1738.53,Debit Card
1717,2023-10-20,2023-10-28,Cancelled,327,3798.64,PayPal
1718,2023-02-12,2023-02-26,Processing,441,2619.72,Bank Transfer
1719,2023-04-12,2023-04-20,Delivered,170,636.83,Bank Transfer
1720,2024-05-13,2024-05-23,Processing,907,888.14,Bank Transfer
1721,2024-09-12,2024-09-16,Processing,683,1429.21,Credit Card
1722,2023-07-31,2023-08-11,Pending,773,885.82,Credit Card
1723,2024-07-06,2024-07-17,Processing,7,2467.41,Credit Card
1724,2024-01-14,2024-01-20,Delivered,965,4742.0,Debit Card
1725,2024-03-31,2024-04-11,Processing,851,2296.55,Credit Card
1726,2024-12-24,2024-12-28,Cancelled,911,2189.72,Bank Transfer
1727,2023-03-30,2023-04-04,Delivered,750,3360.14,Bank Transfer
1728,2023-03-22,2023-04-05,Processing,745,418.03,PayPal
1729,2024-06-03,2024-06-11,Delivered,465,3171.59,Credit Card
1730,2024-12-24,2025-01-07,Delivered,914,4627.41,Debit Card
1731,2023-04-13,2023-04-27,Pending,326,992.47,Credit Card
1732,2024-10-11,2024-10-24,Shipped,252,727.53,Debit Card
1733,2023-08-14,2023-08-27,Processing,272,2377.07,Debit Card
1734,2023-07-11,2023-07-25,Cancelled,290,702.37,Credit Card
1735,2024-06-12,2024-06-26,Processing,4,2199.88,Debit Card
1736,2024-07-25,2024-08-06,Processing,728,931.67,Debit Card
1737,2024-12-05,2024-12-12,Pending,390,3173.58,PayPal
1738,2024-10-15,2024-10-23,Cancelled,544,3301.86,PayPal
1739,2023-11-04,2023-11-10,Delivered,685,2451.05,Debit Card
1740,2024-09-04,2024-09-12,Pending,493,1512.32,PayPal
1741,2023-04-26,2023-05-03,Cancelled,993,2263.51,PayPal
1742,2024-11-09,2024-11-18,Shipped,181,2350.44,Bank Transfer
1743,2024-11-07,2024-11-11,Delivered,714,2020.54,PayPal
1744,2024-05-10,2024-05-20,Pending,422,3451.75,Credit Card
1745,2023-10-25,2023-11-01,Pending,221,4454.56,Debit Card
1746,2023-03-04,2023-03-15,Delivered,268,3391.2,Debit Card
1747,2024-02-05,2024-02-15,Cancelled,409,1340.46,Credit Card
1748,2023-10-02,2023-10-12,Processing,348,3199.52,Credit Card
1749,2023-11-12,2023-11-22,Cancelled,227,2883.9,PayPal
1750,2024-07-02,2024-07-08,Shipped,971,4842.87,Bank Transfer
1751,2023-05-13,2023-05-25,Pending,21,4753.88,Credit Card
1752,2024-01-24,2024-01-28,Delivered,935,1795.87,Credit Card
1753,2024-11-01,2024-11-04,Pending,216,1842.38,PayPal
1754,2023-06-10,2023-06-21,Cancelled,881,3603.21,Bank Transfer
1755,2023-06-15,2023-06-23,Delivered,424,1117.29,PayPal
1756,2023-01-14,2023-01-17,Shipped,774,4704.76,Credit Card
1757,2024-05-28,2024-06-06,Cancelled,44,826.88,Bank Transfer
1758,2023-01-25,2023-01-31,Processing,35,1398.67,Credit Card
1759,2024-01-22,2024-02-04,Cancelled,135,4100.56,Bank Transfer
1760,2023-03-28,2023-04-01,Shipped,517,3624.46,Debit Card
1761,2023-01-21,2023-01-24,Pending,620,4598.92,Credit Card
1762,2024-08-25,2024-09-03,Processing,852,3048.17,Bank Transfer
1763,2023-11-28,2023-12-07,Pending,762,165.99,Bank Transfer
1764,2024-04-14,2024-04-20,Shipped,271,4847.85,Debit Card
1765,2024-01-21,2024-01-28,Cancelled,96,1150.15,Debit Card
1766,2024-07-28,2024-08-04,Cancelled,292,4542.95,PayPal
1767,2024-01-27,2024-01-30,Cancelled,746,1998.54,Bank Transfer
1768,2024-07-13,2024-07-27,Shipped,464,1159.1,Credit Card
1769,2024-02-11,2024-02-17,Cancelled,379,2410.19,Credit Card
1770,2024-10-20,2024-10-27,Delivered,148,4057.92,Credit Card
1771,2023-04-08,2023-04-19,Processing,213,4330.9,Debit Card
1772,2024-08-30,2024-09-05,Shipped,145,2045.82,Debit Card
1773,2024-06-19,2024-07-03,Pending,779,1200.53,Debit Card
1774,2023-09-16,2023-09-25,Delivered,759,1722.45,PayPal
1775,2023-02-07,2023-02-15,Pending,614,2062.34,Credit Card
1776,2023-10-02,2023-10-16,Processing,774,2833.93,Debit Card
1777,2024-07-12,2024-07-22,Delivered,983,3277.44,Bank Transfer
1778,2024-04-17,2024-05-01,Cancelled,527,2796.3,Credit Card
1779,2023-04-18,2023-04-27,Shipped,385,680.05,Credit Card
1780,2023-06-15,2023-06-26,Shipped,171,1026.97,Credit Card
1781,2023-02-09,2023-02-18,Cancelled,175,3149.52,Debit Card
1782,2023-05-24,2023-06-07,Pending,429,2027.06,Bank Transfer
1783,2023-05-01,2023-05-10,Delivered,738,4613.75,Bank Transfer
1784,2024-06-19,2024-06-27,Pending,911,1889.58,PayPal
1785,2023-05-25,2023-06-01,Pending,702,1062.09,Bank Transfer
1786,2024-06-15,2024-06-27,Delivered,484,2341.26,Bank Transfer
1787,2023-05-19,2023-05-24,Pending,733,4155.57,Credit Card
1788,2023-11-22,2023-12-01,Processing,154,2378.94,Credit Card
1789,2023-11-16,2023-11-30,Processing,205,3485.52,Debit Card
1790,2023-12-05,2023-12-09,Shipped,640,2370.04,PayPal
1791,2023-03-10,2023-03-18,Pending,905,1168.85,Credit Card
1792,2023-07-17,2023-07-24,Delivered,841,4561.98,Debit Card
1793,2024-08-21,2024-09-04,Delivered,377,3141.28,Debit Card
1794,2023-09-18,2023-09-29,Pending,657,3313.87,Credit Card
1795,2024-08-29,2024-09-03,Shipped,749,1121.39,PayPal
1796,2023-09-27,2023-10-09,Shipped,130,3994.58,Debit Card
1797,2023-12-05,2023-12-17,Pending,620,1422.33,Debit Card
1798,2023-08-03,2023-08-08,Shipped,803,1197.56,PayPal
1799,2023-04-04,2023-04-16,Processing,147,865.85,Credit Card
1800,2023-11-28,2023-12-02,Shipped,141,2582.94,Debit Card
1801,2024-03-11,2024-03-24,Cancelled,335,1547.66,Credit Card
1802,2023-09-04,2023-09-15,Cancelled,387,3880.9,Debit Card
1803,2023-12-30,2024-01-06,Pending,325,2676.89,PayPal
1804,2023-06-20,2023-07-03,Delivered,729,757.28,Debit Card
1805,2024-07-27,2024-08-06,Cancelled,712,3955.38,Credit Card
1806,2024-07-25,2024-08-03,Delivered,183,175.21,Bank Transfer
1807,2024-04-22,2024-05-05,Delivered,746,2149.19,PayPal
1808,2024-01-27,2024-02-04,Processing,956,3750.76,Credit Card
1809,2023-07-20,2023-07-30,Delivered,539,1014.7,Bank Transfer
1810,2023-12-03,2023-12-07,Delivered,938,1306.11,Credit Card
1811,2024-09-13,2024-09-20,Shipped,663,1411.01,Debit Card
1812,2024-02-12,2024-02-15,Delivered,281,3145.09,Credit Card
1813,2024-04-27,2024-05-09,Cancelled,503,910.17,Credit Card
1814,2023-02-09,2023-02-17,Shipped,628,4476.61,PayPal
1815,2024-12-23,2025-01-06,Processing,892,4262.17,Credit Card
1816,2024-03-05,2024-03-09,Shipped,455,3205.52,Credit Card
1817,2023-11-18,2023-11-22,Pending,285,4917.85,PayPal
1818,2024-11-01,2024-11-13,Shipped,341,4194.5,Bank Transfer
1819,2024-12-27,2025-01-01,Pending,740,4724.29,Credit Card
1820,2024-11-11,2024-11-20,Cancelled,858,3355.23,Credit Card
1821,2023-03-08,2023-03-14,Pending,152,3658.34,Credit Card
1822,2023-06-26,2023-07-06,Shipped,283,3062.22,Debit Card
1823,2023-06-27,2023-07-10,Shipped,319,1405.13,Bank Transfer
1824,2023-05-01,2023-05-09,Cancelled,582,4188.72,Credit Card
1825,2024-08-02,2024-08-12,Shipped,120,4594.15,PayPal
1826,2023-03-30,2023-04-04,Delivered,606,3151.79,Credit Card
1827,2023-06-23,2023-06-26,Processing,654,1903.92,Credit Card
1828,2023-09-10,2023-09-17,Processing,766,3791.37,PayPal
1829,2023-11-14,2023-11-17,Cancelled,723,1471.03,Bank Transfer
1830,2023-05-24,2023-06-05,Delivered,424,1168.5,PayPal
1831,2023-10-07,2023-10-13,Processing,303,1333.8,Debit Card
1832,2023-09-28,2023-10-02,Cancelled,364,2914.55,Bank Transfer
1833,2024-10-19,2024-10-30,Cancelled,850,3173.58,PayPal
1834,2023-02-07,2023-02-19,Cancelled,160,2712.85,PayPal
1835,2024-12-20,2024-12-29,Delivered,662,4064.0,Bank Transfer
1836,2023-08-01,2023-08-09,Pending,565,4157.8,Bank Transfer
1837,2023-04-03,2023-04-14,Processing,265,1130.36,Bank Transfer
1838,2023-02-02,2023-02-06,Pending,675,3174.01,Debit Card
1839,2023-05-24,2023-06-03,Pending,331,1892.8,Debit Card
1840,2024-11-05,2024-11-17,Shipped,331,3521.38,Bank Transfer
1841,2023-01-09,2023-01-14,Cancelled,487,1706.83,Credit Card
1842,2023-07-11,2023-07-19,Delivered,167,2360.86,PayPal
1843,2023-01-23,2023-02-02,Pending,468,2988.2,Debit Card
1844,2024-02-13,2024-02-23,Processing,259,3630.69,Bank Transfer
1845,2024-05-09,2024-05-22,Cancelled,308,248.64,PayPal
1846,2024-06-03,2024-06-07,Cancelled,437,3881.66,Debit Card
1847,2024-08-30,2024-09-02,Processing,525,873.6,Bank Transfer
1848,2024-09-03,2024-09-17,Pending,204,4759.89,PayPal
1849,2023-05-14,2023-05-27,Delivered,808,4801.57,Credit Card
1850,2023-11-13,2023-11-18,Delivered,470,2010.17,Debit Card
1851,2023-01-01,2023-01-14,Processing,206,4420.63,Bank Transfer
1852,2023-11-11,2023-11-15,Processing,242,4295.92,Debit Card
1853,2023-04-03,2023-04-17,Processing,158,3439.33,Bank Transfer
1854,2023-01-06,2023-01-16,Processing,353,544.57,Debit Card
1855,2024-12-16,2024-12-22,Cancelled,685,1912.64,Debit Card
1856,2024-12-24,2024-12-30,Shipped,397,686.09,PayPal
1857,2024-02-14,2024-02-22,Delivered,840,3390.01,Debit Card
1858,2024-09-03,2024-09-12,Pending,74,1766.99,Credit Card
1859,2023-08-16,2023-08-28,Processing,787,1214.03,Bank Transfer
1860,2023-12-15,2023-12-26,Shipped,626,3015.89,Debit Card
1861,2023-03-21,2023-04-03,Processing,142,2524.75,Credit Card
1862,2023-08-05,2023-08-12,Cancelled,96,1730.95,PayPal
1863,2024-03-11,2024-03-16,Delivered,319,1964.74,Debit Card
1864,2023-02-05,2023-02-12,Cancelled,184,859.54,Credit Card
1865,2024-04-21,2024-04-25,Delivered,703,3676.72,Debit Card
1866,2023-01-13,2023-01-18,Delivered,132,2894.68,Debit Card
1867,2024-12-03,2024-12-13,Shipped,498,3286.4,Debit Card
1868,2024-03-08,2024-03-11,Delivered,436,1330.31,Credit Card
1869,2024-09-10,2024-09-20,Pending,382,3915.97,Bank Transfer
1870,2024-07-01,2024-07-09,Shipped,805,935.26,Debit Card
1871,2024-06-28,2024-07-07,Shipped,154,84.44,Bank Transfer
1872,2023-07-22,2023-08-02,Pending,746,4367.42,Debit Card
1873,2023-02-19,2023-03-01,Delivered,41,651.68,Debit Card
1874,2024-04-16,2024-04-24,Shipped,911,3016.67,Bank Transfer
1875,2023-09-16,2023-09-25,Delivered,692,1515.92,Credit Card
1876,2024-07-09,2024-07-16,Processing,301,1816.58,Credit Card
1877,2024-04-02,2024-04-10,Delivered,652,226.29,Credit Card
1878,2024-01-01,2024-01-15,Shipped,545,3706.47,PayPal
1879,2023-06-29,2023-07-03,Pending,97,673.97,PayPal
1880,2024-10-10,2024-10-20,Cancelled,915,1409.75,Debit Card
1881,2024-12-06,2024-12-18,Processing,941,4136.58,Debit Card
1882,2023-02-11,2023-02-15,Delivered,382,239.52,Credit Card
1883,2024-01-27,2024-02-07,Shipped,346,4640.83,Bank Transfer
1884,2024-03-08,2024-03-17,Shipped,189,4754.28,Bank Transfer
1885,2024-10-30,2024-11-13,Shipped,857,4566.12,Credit Card
1886,2023-07-16,2023-07-28,Delivered,311,3097.13,PayPal
1887,2024-12-11,2024-12-14,Delivered,588,2390.95,Debit Card
1888,2023-10-09,2023-10-23,Processing,284,2532.74,Credit Card
1889,2024-09-11,2024-09-20,Processing,695,1460.32,Credit Card
1890,2024-02-21,2024-02-27,Shipped,801,2100.91,PayPal
1891,2023-10-09,2023-10-16,Cancelled,614,3961.78,Bank Transfer
1892,2023-04-10,2023-04-16,Processing,19,3559.59,PayPal
1893,2023-03-07,2023-03-19,Delivered,746,3574.57,Debit Card
1894,2024-08-25,2024-09-03,Pending,337,2730.22,Debit Card
1895,2024-07-25,2024-07-28,Delivered,349,1632.23,Debit Card
1896,2023-06-05,2023-06-15,Cancelled,216,2684.59,PayPal
1897,2024-11-20,2024-11-29,Delivered,413,209.72,Credit Card
1898,2024-10-08,2024-10-18,Pending,354,461.31,Bank Transfer
1899,2023-11-08,2023-11-15,Delivered,463,3388.78,Credit Card
1900,2023-06-09,2023-06-21,Pending,171,3140.11,Debit Card
1901,2024-03-01,2024-03-04,Delivered,570,3733.06,PayPal
1902,2024-01-20,2024-01-31,Processing,388,3055.25,Credit Card
1903,2023-04-10,2023-04-19,Processing,217,4961.05,Bank Transfer
1904,2023-07-02,2023-07-07,Cancelled,564,2072.16,PayPal
1905,2024-03-04,2024-03-16,Delivered,328,3863.97,Credit Card
1906,2024-11-11,2024-11-24,Delivered,515,2701.35,Debit Card
1907,2023-08-19,2023-08-28,Cancelled,775,2346.37,Debit Card
1908,2023-06-10,2023-06-15,Cancelled,296,66.52,Bank Transfer
1909,2024-04-20,2024-05-03,Processing,700,4541.04,Debit Card
1910,2024-08-17,2024-08-30,Cancelled,998,2120.43,PayPal
1911,2024-10-13,2024-10-16,Pending,230,735.93,Credit Card
1912,2024-09-05,2024-09-17,Cancelled,969,163.03,PayPal
1913,2023-06-20,2023-07-02,Cancelled,701,500.28,Bank Transfer
1914,2023-01-24,2023-02-07,Pending,905,3959.91,Debit Card
1915,2024-07-19,2024-07-30,Processing,871,4570.37,Debit Card
1916,2024-01-13,2024-01-27,Processing,180,2387.24,PayPal
1917,2023-11-27,2023-12-02,Delivered,67,4477.51,PayPal
1918,2024-08-14,2024-08-24,Cancelled,251,3434.17,Debit Card
1919,2023-09-05,2023-09-10,Cancelled,513,3224.83,Bank Transfer
1920,2023-06-13,2023-06-19,Cancelled,740,4814.25,Credit Card
1921,2023-02-03,2023-02-16,Cancelled,888,2622.85,Debit Card
1922,2024-01-30,2024-02-03,Cancelled,981,1337.14,Credit Card
1923,2024-09-13,2024-09-26,Pending,732,167.41,Debit Card
1924,2023-03-03,2023-03-10,Cancelled,849,4120.46,Credit Card
1925,2024-01-08,2024-01-17,Pending,645,3265.67,Debit Card
1926,2023-05-08,2023-05-12,Processing,868,1349.37,Credit Card
1927,2023-06-23,2023-07-01,Cancelled,673,1732.18,PayPal
1928,2024-05-09,2024-05-15,Delivered,100,1683.63,Credit Card
1929,2024-04-14,2024-04-28,Cancelled,771,1261.41,Bank Transfer
1930,2023-12-17,2023-12-24,Cancelled,339,3947.5,Bank Transfer
1931,2024-08-04,2024-08-11,Pending,37,3818.55,PayPal
1932,2024-06-18,2024-06-25,Shipped,227,4406.84,Bank Transfer
1933,2024-12-31,2025-01-07,Delivered,968,3593.39,Bank Transfer
1934,2024-05-01,2024-05-15,Cancelled,690,1509.65,PayPal
1935,2023-05-31,2023-06-12,Delivered,880,1951.92,PayPal
1936,2023-01-29,2023-02-04,Pending,311,784.4,Credit Card
1937,2023-09-23,2023-10-01,Pending,764,4357.65,Debit Card
1938,2024-05-03,2024-05-15,Processing,996,1753.86,PayPal
1939,2024-08-24,2024-09-04,Delivered,536,1903.09,Debit Card
1940,2024-10-25,2024-10-30,Pending,494,918.17,Debit Card
1941,2023-01-15,2023-01-28,Shipped,351,1162.88,PayPal
1942,2023-08-18,2023-08-23,Delivered,624,3901.17,Credit Card
1943,2024-10-27,2024-11-02,Delivered,511,2323.64,Credit Card
1944,2024-06-20,2024-06-26,Processing,373,3338.01,Debit Card
1945,2024-10-03,2024-10-07,Delivered,520,382.63,Credit Card
1946,2023-02-27,2023-03-09,Pending,536,1277.46,Bank Transfer
1947,2023-07-07,2023-07-21,Processing,234,3463.71,Debit Card
1948,2023-07-01,2023-07-04,Pending,273,2782.28,Credit Card
1949,2023-07-14,2023-07-28,Shipped,928,4520.51,Bank Transfer
1950,2023-03-04,2023-03-10,Processing,250,2949.1,Debit Card
1951,2024-04-20,2024-04-24,Pending,903,3917.99,Bank Transfer
1952,2024-10-11,2024-10-15,Processing,490,626.21,Credit Card
1953,2024-05-02,2024-05-08,Shipped,556,2967.41,Debit Card
1954,2023-11-04,2023-11-16,Shipped,596,2177.29,Credit Card
1955,2024-03-29,2024-04-11,Processing,604,4038.54,Debit Card
1956,2023-01-01,2023-01-08,Cancelled,616,1390.18,PayPal
1957,2023-12-03,2023-12-14,Cancelled,527,1454.59,Bank Transfer
1958,2023-09-28,2023-10-09,Processing,350,1412.68,Bank Transfer
1959,2024-10-02,2024-10-12,Shipped,775,4731.2,Debit Card
1960,2023-01-07,2023-01-15,Pending,482,2504.15,PayPal
1961,2023-03-09,2023-03-18,Delivered,97,4630.21,Debit Card
1962,2023-12-17,2023-12-30,Pending,843,954.15,Credit Card
1963,2023-08-26,2023-09-01,Delivered,514,1561.65,Debit Card
1964,2023-04-16,2023-04-29,Delivered,950,3067.16,PayPal
1965,2023-11-28,2023-12-03,Processing,785,2011.39,PayPal
1966,2023-06-11,2023-06-23,Processing,334,4785.7,Debit Card
1967,2024-10-31,2024-11-12,Cancelled,799,3646.02,PayPal
1968,2023-09-27,2023-10-07,Delivered,380,767.68,Bank Transfer
1969,2023-12-29,2024-01-12,Delivered,461,1574.68,Debit Card
1970,2024-03-03,2024-03-06,Cancelled,57,4844.97,Bank Transfer
1971,2024-10-23,2024-10-28,Cancelled,786,1407.33,PayPal
1972,2023-08-02,2023-08-15,Delivered,302,4171.13,Credit Card
1973,2023-11-26,2023-12-05,Cancelled,334,2812.44,PayPal
1974,2023-08-09,2023-08-21,Pending,451,4289.2,Credit Card
1975,2023-03-18,2023-03-24,Processing,334,3628.1,Debit Card
1976,2023-02-17,2023-03-02,Cancelled,705,4800.67,Debit Card
1977,2023-09-13,2023-09-20,Pending,601,1906.34,Credit Card
1978,2023-02-27,2023-03-12,Delivered,283,2712.58,Debit Card
1979,2023-10-19,2023-10-23,Cancelled,138,4410.21,Credit Card
1980,2023-11-29,2023-12-13,Cancelled,845,801.27,PayPal
1981,2024-08-26,2024-09-02,Pending,205,2831.09,Debit Card
1982,2023-09-09,2023-09-17,Pending,560,3825.8,Bank Transfer
1983,2024-07-24,2024-08-04,Delivered,707,158.17,Credit Card
1984,2024-12-17,2024-12-31,Delivered,981,4274.49,Debit Card
1985,2023-08-08,2023-08-13,Delivered,480,1177.03,Bank Transfer
1986,2023-12-08,2023-12-14,Delivered,262,3037.9,Credit Card
1987,2023-05-24,2023-05-28,Cancelled,438,2011.72,Debit Card
1988,2023-02-19,2023-03-02,Shipped,935,4948.73,Bank Transfer
1989,2023-01-17,2023-01-29,Cancelled,33,4800.95,Bank Transfer
1990,2024-07-05,2024-07-15,Delivered,589,1702.08,Credit Card
1991,2023-03-19,2023-03-31,Shipped,998,2813.54,Credit Card
1992,2024-06-28,2024-07-03,Pending,867,4264.86,Debit Card
1993,2024-09-16,2024-09-29,Processing,770,411.76,Debit Card
1994,2023-10-11,2023-10-21,Cancelled,911,4408.68,PayPal
1995,2024-10-28,2024-11-05,Shipped,187,3256.81,Bank Transfer
1996,2024-04-09,2024-04-20,Cancelled,911,156.34,Bank Transfer
1997,2023-01-07,2023-01-19,Cancelled,20,92.26,Bank Transfer
1998,2024-03-13,2024-03-18,Delivered,877,1153.31,Bank Transfer
1999,2024-06-29,2024-07-09,Processing,789,4116.55,Bank Transfer
2000,2024-08-13,2024-08-18,Processing,792,784.0,Bank Transfer
2001,2023-07-05,2023-07-09,Shipped,547,3029.51,Credit Card
2002,2023-05-11,2023-05-22,Delivered,978,392.87,Bank Transfer
2003,2023-08-24,2023-09-06,Processing,207,1549.5,Debit Card
2004,2023-10-05,2023-10-11,Processing,791,1808.96,PayPal
2005,2024-03-26,2024-03-30,Cancelled,27,2247.56,PayPal
2006,2024-01-25,2024-01-28,Cancelled,450,2025.93,PayPal
2007,2024-01-25,2024-02-06,Shipped,96,4847.76,Credit Card
2008,2023-06-16,2023-06-22,Shipped,964,2471.09,Bank Transfer
2009,2023-11-21,2023-11-30,Processing,216,4926.5,Bank Transfer
2010,2024-05-04,2024-05-11,Pending,115,4727.24,Credit Card
2011,2023-01-08,2023-01-17,Cancelled,410,4809.77,Credit Card
2012,2023-12-30,2024-01-07,Delivered,857,373.26,Bank Transfer
2013,2023-08-23,2023-09-06,Shipped,667,3235.73,Debit Card
2014,2024-04-27,2024-04-30,Delivered,748,3254.43,Bank Transfer
2015,2023-02-16,2023-02-21,Processing,182,2844.67,PayPal
2016,2024-06-15,2024-06-20,Processing,712,2375.57,Credit Card
2017,2023-03-04,2023-03-16,Processing,888,3712.25,Bank Transfer
2018,2024-01-16,2024-01-28,Cancelled,844,829.54,PayPal
2019,2023-06-28,2023-07-09,Processing,760,4056.62,PayPal
2020,2024-01-09,2024-01-13,Processing,31,2512.9,Bank Transfer
2021,2024-02-18,2024-03-02,Delivered,931,4215.05,Bank Transfer
2022,2023-01-30,2023-02-02,Delivered,30,4449.66,Credit Card
2023,2023-05-28,2023-06-06,Shipped,553,1916.33,PayPal
2024,2023-06-11,2023-06-15,Shipped,358,4491.08,Credit Card
2025,2024-03-05,2024-03-09,Shipped,992,2404.66,Debit Card
2026,2024-07-03,2024-07-13,Processing,878,3036.19,Credit Card
2027,2023-11-15,2023-11-25,Cancelled,922,4519.27,PayPal
2028,2023-11-27,2023-12-10,Pending,375,4786.68,Credit Card
2029,2024-05-04,2024-05-14,Pending,201,672.87,PayPal
2030,2023-05-27,2023-06-02,Shipped,762,519.21,Debit Card
2031,2023-10-17,2023-10-29,Shipped,256,1169.81,PayPal
2032,2024-11-06,2024-11-13,Delivered,728,4871.09,Bank Transfer
2033,2023-05-15,2023-05-23,Cancelled,384,3322.95,Credit Card
2034,2024-01-30,2024-02-12,Shipped,814,1029.59,PayPal
2035,2023-01-15,2023-01-20,Shipped,856,3984.12,PayPal
2036,2024-02-11,2024-02-19,Shipped,586,2429.84,Bank Transfer
2037,2023-07-12,2023-07-25,Pending,416,2287.92,PayPal
2038,2024-04-09,2024-04-21,Delivered,559,2227.32,Bank Transfer
2039,2024-11-02,2024-11-13,Delivered,346,4983.59,PayPal
2040,2023-09-19,2023-09-27,Cancelled,791,2767.06,Credit Card
2041,2024-11-15,2024-11-23,Pending,270,362.43,Bank Transfer
2042,2024-03-12,2024-03-25,Shipped,988,2739.43,Credit Card
2043,2023-08-21,2023-08-31,Shipped,124,2774.8,Bank Transfer
2044,2023-05-10,2023-05-18,Delivered,464,2209.01,Credit Card
2045,2024-05-31,2024-06-05,Cancelled,840,4709.19,PayPal
2046,2023-05-26,2023-06-08,Processing,795,132.76,Bank Transfer
2047,2024-06-22,2024-07-04,Processing,577,4306.63,Credit Card
2048,2024-06-29,2024-07-07,Pending,236,3483.79,PayPal
2049,2024-01-19,2024-01-24,Shipped,697,869.9,PayPal
2050,2023-06-05,2023-06-16,Pending,435,4298.56,Bank Transfer
2051,2023-02-20,2023-03-01,Delivered,400,4509.74,Debit Card
2052,2024-05-02,2024-05-12,Delivered,140,3621.66,Bank Transfer
2053,2023-01-01,2023-01-05,Delivered,726,2801.0,Bank Transfer
2054,2023-08-02,2023-08-16,Pending,609,4798.41,Credit Card
2055,2024-02-25,2024-03-01,Processing,493,4121.08,PayPal
2056,2024-02-05,2024-02-10,Cancelled,401,2977.51,PayPal
2057,2023-12-25,2023-12-29,Processing,987,4747.8,PayPal
2058,2024-02-16,2024-02-20,Pending,968,3377.97,PayPal
2059,2024-03-30,2024-04-04,Delivered,779,1670.97,Credit Card
